num_incoming_packets,frac_outgoing_packets,frac_incoming_packets,std_outgoing_positions,num_outgoing_packets,sum_alt_concentration,avg_outgoing_positions,sum_all_packet_counts,sum_packets_per_second,total_packets,cumul_packets_10pct,cumul_packets_20pct,cumul_packets_30pct,cumul_packets_40pct,cumul_packets_50pct,cumul_packets_60pct,cumul_packets_70pct,cumul_packets_80pct,incoming_first_30,outgoing_first_30,label,class_type
1306.0,0.08222066057624737,0.9177793394237527,508.2418494039746,117.0,1423.0,806.982905982906,2846.0,1423.0,1423.0,15.0,31.0,35.0,75.0,422.0,1021.0,1282.0,1392.0,22.0,8.0,0,Website_0
500.0,0.11816578483245149,0.8818342151675485,169.97111780126562,67.0,567.0,256.5970149253731,1134.0,567.0,567.0,4.0,23.0,36.0,40.0,249.0,298.0,473.0,566.0,22.0,8.0,0,Website_0
492.0,0.1261101243339254,0.8738898756660746,162.45214026723463,71.0,563.0,253.32394366197184,1126.0,563.0,563.0,4.0,5.0,25.0,38.0,168.0,296.0,440.0,473.0,22.0,8.0,0,Website_0
1327.0,0.08038808038808039,0.9196119196119196,516.8925187755301,116.0,1443.0,812.2844827586207,2886.0,1443.0,1443.0,4.0,33.0,41.0,149.0,1054.0,1295.0,1400.0,1429.0,22.0,8.0,0,Website_0
1316.0,0.09366391184573003,0.90633608815427,500.97940646367095,136.0,1452.0,874.5441176470588,2904.0,1452.0,1452.0,4.0,34.0,38.0,144.0,967.0,1279.0,1372.0,1413.0,22.0,8.0,0,Website_0
482.0,0.12681159420289856,0.8731884057971014,157.573048171964,70.0,552.0,251.81428571428572,1104.0,552.0,552.0,4.0,5.0,35.0,49.0,257.0,454.0,551.0,551.0,22.0,8.0,0,Website_0
492.0,0.1276595744680851,0.8723404255319149,163.39886664819184,72.0,564.0,261.43055555555554,1128.0,564.0,564.0,8.0,25.0,49.0,261.0,390.0,481.0,563.0,563.0,23.0,7.0,0,Website_0
1302.0,0.08115737473535639,0.9188426252646437,512.7628992533115,115.0,1417.0,805.0956521739131,2834.0,1417.0,1417.0,4.0,26.0,37.0,79.0,948.0,1248.0,1355.0,1383.0,23.0,7.0,0,Website_0
492.0,0.12142857142857143,0.8785714285714286,159.72213856708441,68.0,560.0,247.51470588235293,1120.0,560.0,560.0,28.0,28.0,28.0,52.0,52.0,160.0,383.0,458.0,22.0,8.0,0,Website_0
1079.0,0.08404074702886248,0.9159592529711376,435.47688542916654,99.0,1178.0,655.6767676767677,2356.0,1178.0,1178.0,23.0,36.0,105.0,323.0,524.0,699.0,971.0,1118.0,22.0,8.0,0,Website_0
517.0,0.178060413354531,0.821939586645469,171.25044223836835,112.0,629.0,273.01785714285717,1258.0,629.0,629.0,32.0,94.0,311.0,408.0,573.0,600.0,600.0,605.0,21.0,9.0,0,Website_0
3468.0,0.31624605678233436,0.6837539432176656,1241.7570335132643,1604.0,5072.0,3762.3192019950125,10144.0,5072.0,5072.0,2130.0,5063.0,5063.0,5069.0,5069.0,5069.0,5069.0,5069.0,20.0,10.0,0,Website_0
3444.0,0.3140808603863772,0.6859191396136228,1209.748689806726,1577.0,5021.0,3713.169942929613,10042.0,5021.0,5021.0,8.0,26.0,901.0,2138.0,2898.0,4165.0,5013.0,5015.0,21.0,9.0,0,Website_0
3576.0,0.31507374066270827,0.6849262593372917,1286.3880123159752,1645.0,5221.0,3851.3823708206687,10442.0,5221.0,5221.0,18.0,557.0,1263.0,2898.0,3729.0,4958.0,5214.0,5214.0,21.0,9.0,0,Website_0
873.0,0.15733590733590733,0.8426640926640927,313.02858680506426,163.0,1036.0,438.4355828220859,2072.0,1036.0,1036.0,24.0,43.0,78.0,187.0,472.0,965.0,1031.0,1031.0,21.0,9.0,0,Website_0
860.0,0.1560353287536801,0.8439646712463199,316.17032657795306,159.0,1019.0,437.7672955974843,2038.0,1019.0,1019.0,15.0,24.0,32.0,76.0,251.0,595.0,965.0,1014.0,21.0,9.0,0,Website_0
3548.0,0.31545437005595217,0.6845456299440479,1280.4457784056826,1635.0,5183.0,3812.1993883792047,10366.0,5183.0,5183.0,25.0,833.0,1326.0,2830.0,3522.0,4619.0,5176.0,5176.0,21.0,9.0,0,Website_0
882.0,0.14202334630350194,0.857976653696498,311.2539388493582,146.0,1028.0,429.26027397260276,2056.0,1028.0,1028.0,23.0,29.0,33.0,162.0,500.0,976.0,1022.0,1022.0,20.0,10.0,0,Website_0
3440.0,0.2972420837589377,0.7027579162410623,1261.0309839539789,1455.0,4895.0,3596.1587628865977,9790.0,4895.0,4895.0,31.0,451.0,971.0,1799.0,3037.0,3595.0,4890.0,4890.0,21.0,9.0,0,Website_0
3471.0,0.29878787878787877,0.7012121212121212,1167.129742814981,1479.0,4950.0,3656.317106152806,9900.0,4950.0,4950.0,18.0,351.0,1179.0,2501.0,3452.0,4937.0,4943.0,4943.0,21.0,9.0,0,Website_0
3524.0,0.30231637299544645,0.6976836270045536,1219.0568973117227,1527.0,5051.0,3764.4322200392926,10102.0,5051.0,5051.0,18.0,223.0,1171.0,2639.0,3377.0,4559.0,5044.0,5044.0,21.0,9.0,0,Website_0
3471.0,0.3003426728482161,0.699657327151784,1234.2180237936875,1490.0,4961.0,3652.103355704698,9922.0,4961.0,4961.0,34.0,1136.0,3077.0,3547.0,4514.0,4953.0,4953.0,4953.0,20.0,10.0,0,Website_0
666.0,0.15374841168996187,0.8462515883100381,213.33819978427093,121.0,787.0,326.6942148760331,1574.0,787.0,787.0,20.0,145.0,314.0,769.0,773.0,773.0,773.0,776.0,21.0,9.0,0,Website_0
864.0,0.14960629921259844,0.8503937007874016,316.2581515898399,152.0,1016.0,440.57236842105266,2032.0,1016.0,1016.0,4.0,23.0,32.0,32.0,32.0,71.0,269.0,680.0,22.0,8.0,0,Website_0
3570.0,0.3017797770389204,0.6982202229610796,1260.657884764876,1543.0,5113.0,3821.4731043421907,10226.0,5113.0,5113.0,312.0,2046.0,3706.0,4479.0,4481.0,4481.0,4481.0,4481.0,22.0,8.0,0,Website_0
3625.0,0.28935502842579885,0.7106449715742011,1276.1321806941278,1476.0,5101.0,3703.6456639566395,10202.0,5101.0,5101.0,591.0,1726.0,3454.0,5077.0,5085.0,5085.0,5085.0,5085.0,21.0,9.0,0,Website_0
3468.0,0.2991107518189167,0.7008892481810832,1214.7508332459806,1480.0,4948.0,3613.031081081081,9896.0,4948.0,4948.0,25.0,34.0,1152.0,3145.0,4410.0,4940.0,4940.0,4940.0,20.0,10.0,0,Website_0
866.0,0.16247582205029013,0.8375241779497099,311.7766007481847,168.0,1034.0,448.42261904761904,2068.0,1034.0,1034.0,4.0,20.0,32.0,32.0,59.0,310.0,969.0,1030.0,20.0,10.0,0,Website_0
3522.0,0.30832678711704636,0.6916732128829537,1265.8117836695712,1570.0,5092.0,3767.769426751592,10184.0,5092.0,5092.0,25.0,769.0,1177.0,1995.0,3032.0,4799.0,5084.0,5084.0,21.0,9.0,0,Website_0
3457.0,0.3124502784407319,0.6875497215592681,1232.9148187491887,1571.0,5028.0,3675.8987905792487,10056.0,5028.0,5028.0,951.0,4079.0,5006.0,5012.0,5012.0,5012.0,5012.0,5012.0,20.0,10.0,0,Website_0
4241.0,0.09283422459893048,0.9071657754010696,1260.5425404055754,434.0,4675.0,2391.1774193548385,9350.0,4675.0,4675.0,4.0,15.0,102.0,777.0,1118.0,2118.0,2566.0,4079.0,22.0,8.0,0,Website_0
5124.0,0.08007181328545782,0.9199281867145422,1495.50004025832,446.0,5570.0,2576.5717488789237,11140.0,5570.0,5570.0,15.0,32.0,758.0,1090.0,2087.0,2329.0,3311.0,4664.0,22.0,8.0,0,Website_0
4249.0,0.09518739352640546,0.9048126064735945,1340.296171230231,447.0,4696.0,2525.9664429530203,9392.0,4696.0,4696.0,25.0,277.0,847.0,1426.0,2181.0,2731.0,3475.0,4225.0,22.0,8.0,0,Website_0
4286.0,0.09098621420996819,0.9090137857900318,1259.4183666446124,429.0,4715.0,2407.988344988345,9430.0,4715.0,4715.0,23.0,398.0,773.0,1083.0,2124.0,2356.0,2879.0,3769.0,22.0,8.0,0,Website_0
4344.0,0.09121338912133892,0.9087866108786611,1267.78558968833,436.0,4780.0,2427.77752293578,9560.0,4780.0,4780.0,4.0,23.0,453.0,848.0,1498.0,2132.0,2561.0,4267.0,23.0,7.0,0,Website_0
5260.0,0.08090162502184169,0.9190983749781583,1549.8132111462453,463.0,5723.0,2692.1533477321814,11446.0,5723.0,5723.0,23.0,375.0,724.0,1175.0,2069.0,2613.0,3331.0,4538.0,22.0,8.0,0,Website_0
4242.0,0.0920376712328767,0.9079623287671232,1254.320174493186,430.0,4672.0,2359.344186046512,9344.0,4672.0,4672.0,4.0,25.0,639.0,823.0,1640.0,2159.0,2657.0,4209.0,22.0,8.0,0,Website_0
4296.0,0.08615188257817485,0.9138481174218251,1336.2435188769255,405.0,4701.0,2570.5456790123458,9402.0,4701.0,4701.0,8.0,23.0,210.0,842.0,1952.0,2462.0,4109.0,4557.0,22.0,8.0,0,Website_0
4322.0,0.08876238667510014,0.9112376133248998,1290.0465354691712,421.0,4743.0,2451.021377672209,9486.0,4743.0,4743.0,5.0,351.0,754.0,1188.0,1712.0,2331.0,2883.0,3900.0,23.0,7.0,0,Website_0
4337.0,0.09001258917331095,0.9099874108266891,1277.6704690336333,429.0,4766.0,2403.4125874125875,9532.0,4766.0,4766.0,4.0,25.0,677.0,876.0,1703.0,2220.0,2655.0,4227.0,21.0,9.0,0,Website_0
4264.0,0.09005548442168161,0.9099445155783183,1249.4612233658945,422.0,4686.0,2359.291469194313,9372.0,4686.0,4686.0,15.0,32.0,746.0,756.0,1117.0,2102.0,2546.0,4176.0,21.0,9.0,0,Website_0
5096.0,0.08097385031559964,0.9190261496844003,1499.7409486511153,449.0,5545.0,2588.008908685969,11090.0,5545.0,5545.0,5.0,28.0,741.0,919.0,2000.0,2290.0,3089.0,4603.0,22.0,8.0,0,Website_0
4359.0,0.08921855411617217,0.9107814458838278,1309.2838554661282,427.0,4786.0,2489.4121779859483,9572.0,4786.0,4786.0,4.0,25.0,755.0,896.0,2146.0,2327.0,4221.0,4700.0,22.0,8.0,0,Website_0
4320.0,0.0872596661736742,0.9127403338263258,1297.2092831266962,413.0,4733.0,2377.9733656174335,9466.0,4733.0,4733.0,8.0,29.0,751.0,860.0,1901.0,2242.0,2597.0,4248.0,22.0,8.0,0,Website_0
3879.0,0.09706703910614525,0.9029329608938548,1298.0469485708156,417.0,4296.0,2459.167865707434,8592.0,4296.0,4296.0,36.0,2206.0,4224.0,4224.0,4275.0,4275.0,4275.0,4275.0,23.0,7.0,0,Website_0
4583.0,0.08886679920477138,0.9111332007952286,1486.6887573010488,447.0,5030.0,2664.0447427293066,10060.0,5030.0,5030.0,8.0,29.0,708.0,804.0,1522.0,2236.0,4369.0,4712.0,22.0,8.0,0,Website_0
4794.0,0.0925610448608745,0.9074389551391255,1529.8049567097587,489.0,5283.0,2821.758691206544,10566.0,5283.0,5283.0,1721.0,2619.0,3782.0,4710.0,5262.0,5262.0,5262.0,5262.0,22.0,8.0,0,Website_0
4518.0,0.09240658899156287,0.9075934110084372,1446.8860507684487,460.0,4978.0,2621.8978260869567,9956.0,4978.0,4978.0,5.0,25.0,621.0,731.0,1240.0,2212.0,4070.0,4841.0,21.0,9.0,0,Website_0
4241.0,0.08795698924731182,0.9120430107526881,1253.7952313940127,409.0,4650.0,2374.1833740831294,9300.0,4650.0,4650.0,4.0,15.0,186.0,764.0,864.0,2087.0,2277.0,3550.0,22.0,8.0,0,Website_0
1177.0,0.07176656151419558,0.9282334384858044,378.2296771605071,91.0,1268.0,739.8791208791209,2536.0,1268.0,1268.0,1261.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,1262.0,22.0,8.0,0,Website_0
2077.0,0.06860986547085202,0.931390134529148,744.1356058582462,153.0,2230.0,731.1307189542483,4460.0,2230.0,2230.0,4.0,29.0,36.0,48.0,186.0,2175.0,2229.0,2229.0,22.0,8.0,0,Website_0
2083.0,0.06508078994614004,0.9349192100538599,736.9937119559058,145.0,2228.0,778.648275862069,4456.0,2228.0,2228.0,4.0,32.0,36.0,50.0,259.0,2227.0,2227.0,2227.0,22.0,8.0,0,Website_0
2077.0,0.0673551863493489,0.9326448136506511,745.0567114581875,150.0,2227.0,751.1733333333333,4454.0,2227.0,2227.0,23.0,32.0,37.0,40.0,143.0,287.0,848.0,1812.0,22.0,8.0,0,Website_0
2081.0,0.06219017575484453,0.9378098242451555,754.2281322016083,138.0,2219.0,771.3768115942029,4438.0,2219.0,2219.0,15.0,30.0,35.0,56.0,138.0,347.0,845.0,1200.0,22.0,8.0,0,Website_0
2076.0,0.0703090013434841,0.9296909986565159,722.8533900943786,157.0,2233.0,708.1210191082803,4466.0,2233.0,2233.0,5.0,30.0,37.0,55.0,152.0,267.0,622.0,1255.0,21.0,9.0,0,Website_0
2115.0,0.06457319770013269,0.9354268022998673,747.6505690684724,146.0,2261.0,785.3835616438356,4522.0,2261.0,2261.0,25.0,36.0,40.0,152.0,1296.0,2260.0,2260.0,2260.0,22.0,8.0,0,Website_0
2096.0,0.06636971046770601,0.933630289532294,750.0658552832779,149.0,2245.0,732.7583892617449,4490.0,2245.0,2245.0,4.0,25.0,36.0,42.0,143.0,1667.0,2197.0,2244.0,22.0,8.0,0,Website_0
1009.0,0.10549645390070922,0.8945035460992907,309.50646193956254,119.0,1128.0,289.5042016806723,2256.0,1128.0,1128.0,23.0,41.0,169.0,192.0,292.0,366.0,471.0,716.0,21.0,9.0,0,Website_0
2148.0,0.06770833333333333,0.9322916666666666,761.9937923441411,156.0,2304.0,907.1346153846154,4608.0,2304.0,2304.0,5.0,25.0,36.0,39.0,131.0,1213.0,2248.0,2303.0,23.0,7.0,0,Website_0
2100.0,0.06790945406125166,0.9320905459387483,747.1498416068551,153.0,2253.0,781.5686274509804,4506.0,2253.0,2253.0,4.0,30.0,38.0,42.0,150.0,2178.0,2252.0,2252.0,21.0,9.0,0,Website_0
2031.0,0.06319188191881919,0.9368081180811808,728.7476891327511,137.0,2168.0,738.1313868613139,4336.0,2168.0,2168.0,4.0,8.0,23.0,32.0,57.0,135.0,337.0,1177.0,22.0,8.0,0,Website_0
2205.0,0.08239700374531835,0.9176029962546817,816.985170816926,198.0,2403.0,1013.3383838383838,4806.0,2403.0,2403.0,5.0,28.0,35.0,45.0,136.0,428.0,1501.0,2348.0,22.0,8.0,0,Website_0
2122.0,0.08376511226252159,0.9162348877374784,769.3320773596688,194.0,2316.0,1002.9896907216495,4632.0,2316.0,2316.0,3.0,23.0,36.0,57.0,154.0,501.0,1145.0,1415.0,22.0,8.0,0,Website_0
2101.0,0.06911829862649535,0.9308817013735047,745.2569015015562,156.0,2257.0,767.9423076923077,4514.0,2257.0,2257.0,4.0,23.0,34.0,39.0,138.0,788.0,2207.0,2256.0,22.0,8.0,0,Website_0
2081.0,0.06639748766262898,0.933602512337371,755.4926740615215,148.0,2229.0,773.2635135135135,4458.0,2229.0,2229.0,5.0,34.0,34.0,38.0,141.0,1187.0,2178.0,2228.0,22.0,8.0,0,Website_0
2177.0,0.07988165680473373,0.9201183431952663,838.9262541005342,189.0,2366.0,1072.2169312169312,4732.0,2366.0,2366.0,27.0,37.0,38.0,41.0,64.0,171.0,2092.0,2365.0,22.0,8.0,0,Website_0
2074.0,0.06407942238267147,0.9359205776173285,739.6001458684933,142.0,2216.0,777.2605633802817,4432.0,2216.0,2216.0,4.0,25.0,37.0,40.0,81.0,180.0,1644.0,2167.0,22.0,8.0,0,Website_0
2095.0,0.0655664585191793,0.9344335414808207,737.6924215711704,147.0,2242.0,767.0,4484.0,2242.0,2242.0,23.0,36.0,42.0,142.0,865.0,2185.0,2241.0,2241.0,22.0,8.0,0,Website_0
2089.0,0.06824264049955397,0.931757359500446,728.5756081305383,153.0,2242.0,680.9607843137255,4484.0,2242.0,2242.0,8.0,32.0,35.0,36.0,58.0,177.0,1167.0,2241.0,22.0,8.0,0,Website_0
2060.0,0.06406179009541117,0.9359382099045889,715.1318125917877,141.0,2201.0,746.6312056737588,4402.0,2201.0,2201.0,28.0,35.0,38.0,60.0,189.0,607.0,1086.0,1523.0,23.0,7.0,0,Website_0
5331.0,0.07447916666666667,0.9255208333333333,1645.5326046409941,429.0,5760.0,2681.6993006993007,11520.0,5760.0,5760.0,25.0,53.0,754.0,2123.0,3714.0,3813.0,4168.0,4417.0,22.0,8.0,0,Website_0
5238.0,0.07406752695775146,0.9259324730422486,1650.4293666456365,419.0,5657.0,2671.3031026252984,11314.0,5657.0,5657.0,5.0,33.0,719.0,1787.0,2161.0,3692.0,4030.0,4631.0,21.0,9.0,0,Website_0
5209.0,0.08016952145505915,0.9198304785449408,1688.961082674446,454.0,5663.0,2708.1651982378853,11326.0,5663.0,5663.0,8.0,33.0,316.0,1703.0,2489.0,3420.0,3734.0,4191.0,21.0,9.0,0,Website_0
4999.0,0.07511563367252544,0.9248843663274745,1538.1455741650864,406.0,5405.0,2610.1871921182264,10810.0,5405.0,5405.0,4.0,23.0,173.0,863.0,1801.0,3391.0,3600.0,3977.0,22.0,8.0,0,Website_0
5265.0,0.06797663303239511,0.9320233669676049,1735.996852778147,384.0,5649.0,2777.5078125,11298.0,5649.0,5649.0,4.0,22.0,186.0,186.0,1687.0,3147.0,3691.0,4195.0,23.0,7.0,0,Website_0
6726.0,0.07457347275729224,0.9254265272427078,2196.7317804510244,542.0,7268.0,3344.036900369004,14536.0,7268.0,7268.0,5.0,32.0,210.0,1784.0,3461.0,4047.0,6147.0,7225.0,22.0,8.0,0,Website_0
5162.0,0.07341590378747083,0.9265840962125291,1678.181580697992,409.0,5571.0,2759.1858190709045,11142.0,5571.0,5571.0,8.0,33.0,218.0,1771.0,3145.0,3495.0,3698.0,4116.0,23.0,7.0,0,Website_0
5392.0,0.07082543511976563,0.9291745648802343,1664.7191882252755,411.0,5803.0,2791.995133819951,11606.0,5803.0,5803.0,8.0,32.0,219.0,1826.0,2447.0,3768.0,3856.0,4510.0,23.0,7.0,0,Website_0
3673.0,0.07806224899598393,0.9219377510040161,1296.624962444878,311.0,3984.0,2150.852090032154,7968.0,3984.0,3984.0,15.0,32.0,174.0,679.0,1744.0,3292.0,3470.0,3578.0,23.0,7.0,0,Website_0
3341.0,0.0765616362631288,0.9234383637368712,1164.740717048412,277.0,3618.0,1922.7509025270758,7236.0,3618.0,3618.0,4.0,23.0,30.0,205.0,1192.0,1720.0,2046.0,3350.0,22.0,8.0,0,Website_0
6971.0,0.0732517947354427,0.9267482052645573,2300.3480363507874,551.0,7522.0,3587.950998185118,15044.0,7522.0,7522.0,23.0,226.0,1780.0,3014.0,3854.0,5414.0,6503.0,7461.0,21.0,9.0,0,Website_0
5146.0,0.0766194150367845,0.9233805849632155,1583.3699252374818,427.0,5573.0,2675.346604215457,11146.0,5573.0,5573.0,23.0,195.0,803.0,1520.0,2146.0,3346.0,3641.0,4101.0,22.0,8.0,0,Website_0
6890.0,0.07292787944025834,0.9270721205597416,2270.91726575647,542.0,7432.0,3394.970479704797,14864.0,7432.0,7432.0,23.0,183.0,418.0,2168.0,3725.0,4337.0,6632.0,7392.0,23.0,7.0,0,Website_0
5217.0,0.075,0.925,1723.8198650752688,423.0,5640.0,2742.905437352246,11280.0,5640.0,5640.0,15.0,208.0,1514.0,2914.0,3707.0,4103.0,5453.0,5622.0,22.0,8.0,0,Website_0
6980.0,0.07427055702917772,0.9257294429708223,2263.608045385633,560.0,7540.0,3532.1910714285714,15080.0,7540.0,7540.0,81.0,1140.0,1899.0,2819.0,3822.0,4507.0,5596.0,6399.0,22.0,8.0,0,Website_0
7191.0,0.07105025190543858,0.9289497480945614,2332.6763293353247,550.0,7741.0,3643.1236363636363,15482.0,7741.0,7741.0,4.0,29.0,177.0,178.0,1961.0,3837.0,5893.0,7551.0,22.0,8.0,0,Website_0
6926.0,0.07120826069464932,0.9287917393053506,2261.223974313311,531.0,7457.0,3494.4934086629,14914.0,7457.0,7457.0,4.0,30.0,213.0,1793.0,3217.0,3751.0,5059.0,7046.0,22.0,8.0,0,Website_0
5120.0,0.07296759007785623,0.9270324099221438,1600.766835319308,403.0,5523.0,2740.548387096774,11046.0,5523.0,5523.0,4.0,25.0,173.0,613.0,1805.0,3447.0,3666.0,4316.0,22.0,8.0,0,Website_0
5171.0,0.08038413658189579,0.9196158634181042,1691.197769993674,452.0,5623.0,2770.880530973451,11246.0,5623.0,5623.0,5.0,32.0,181.0,1280.0,3377.0,3643.0,5139.0,5590.0,22.0,8.0,0,Website_0
7330.0,0.0712113532691333,0.9287886467308667,2429.772544244284,562.0,7892.0,3536.752669039146,15784.0,7892.0,7892.0,23.0,186.0,187.0,1667.0,3183.0,3924.0,5930.0,7674.0,22.0,8.0,0,Website_0
9405.0,0.05,0.95,3228.7728942362673,495.0,9900.0,3862.4686868686867,19800.0,9900.0,9900.0,23.0,38.0,60.0,83.0,419.0,882.0,4627.0,8340.0,21.0,9.0,0,Website_0
9316.0,0.05035677879714577,0.9496432212028543,3205.0230768655683,494.0,9810.0,3795.910931174089,19620.0,9810.0,9810.0,4.0,5.0,39.0,39.0,76.0,489.0,3082.0,9456.0,22.0,8.0,0,Website_0
9348.0,0.05,0.95,3181.052415693879,492.0,9840.0,3797.54674796748,19680.0,9840.0,9840.0,25.0,54.0,111.0,595.0,1998.0,3559.0,5259.0,7024.0,22.0,8.0,0,Website_0
9315.0,0.04929577464788732,0.9507042253521126,3180.8935722756346,483.0,9798.0,3873.5942028985505,19596.0,9798.0,9798.0,4.0,31.0,37.0,62.0,116.0,569.0,8537.0,9797.0,22.0,8.0,0,Website_0
9317.0,0.046854219948849106,0.9531457800511509,3154.7300902449733,458.0,9775.0,3981.0305676855896,19550.0,9775.0,9775.0,5.0,35.0,62.0,200.0,1177.0,2392.0,2906.0,5053.0,22.0,8.0,0,Website_0
9311.0,0.051156628961581574,0.9488433710384184,3155.288420273315,502.0,9813.0,3725.438247011952,19626.0,9813.0,9813.0,23.0,38.0,60.0,103.0,481.0,2648.0,8043.0,9752.0,22.0,8.0,0,Website_0
4016.0,0.08456804194210166,0.9154319580578983,1154.0595018532126,371.0,4387.0,1356.8517520215632,8774.0,4387.0,4387.0,36.0,137.0,546.0,1096.0,1631.0,2168.0,2740.0,3234.0,22.0,8.0,0,Website_0
9020.0,0.04902477596204533,0.9509752240379546,2891.1076141236113,465.0,9485.0,3686.6559139784945,18970.0,9485.0,9485.0,50.0,521.0,1876.0,2809.0,4196.0,5080.0,6514.0,7580.0,23.0,7.0,0,Website_0
9272.0,0.049513070220399795,0.9504869297796003,3160.8155325142793,483.0,9755.0,3780.041407867495,19510.0,9755.0,9755.0,25.0,39.0,66.0,315.0,899.0,2386.0,4158.0,6137.0,22.0,8.0,0,Website_0
9416.0,0.049273021001615507,0.9507269789983845,3233.1645220986884,488.0,9904.0,3851.0840163934427,19808.0,9904.0,9904.0,5.0,35.0,60.0,87.0,487.0,954.0,2372.0,5371.0,24.0,6.0,0,Website_0
9269.0,0.051182311393182515,0.9488176886068175,3122.2445901908454,500.0,9769.0,3495.468,19538.0,9769.0,9769.0,29.0,51.0,82.0,492.0,1666.0,3735.0,5560.0,7103.0,22.0,8.0,0,Website_0
9382.0,0.04886455798864558,0.9511354420113545,3255.66935238522,482.0,9864.0,3742.207468879668,19728.0,9864.0,9864.0,28.0,50.0,73.0,138.0,614.0,3132.0,7904.0,9815.0,22.0,8.0,0,Website_0
2407.0,0.08164822586798931,0.9183517741320106,681.6270665682353,214.0,2621.0,809.4158878504672,5242.0,2621.0,2621.0,41.0,69.0,228.0,530.0,935.0,1294.0,1659.0,1939.0,23.0,7.0,0,Website_0
9301.0,0.049463464486458865,0.9505365355135411,3265.6656893801273,484.0,9785.0,4315.287190082645,19570.0,9785.0,9785.0,2035.0,9769.0,9769.0,9769.0,9769.0,9769.0,9769.0,9769.0,21.0,9.0,0,Website_0
9302.0,0.04799918125063965,0.9520008187493604,3163.4620930658148,469.0,9771.0,4052.1002132196163,19542.0,9771.0,9771.0,5.0,38.0,42.0,68.0,195.0,635.0,1911.0,4675.0,22.0,8.0,0,Website_0
9321.0,0.049750229381180545,0.9502497706188194,3233.678001609897,488.0,9809.0,3828.436475409836,19618.0,9809.0,9809.0,22.0,38.0,49.0,84.0,492.0,4683.0,9752.0,9808.0,23.0,7.0,0,Website_0
9294.0,0.049401656949984656,0.9505983430500153,3165.6783548396875,483.0,9777.0,3649.8530020703934,19554.0,9777.0,9777.0,4.0,25.0,53.0,80.0,250.0,564.0,1730.0,4238.0,22.0,8.0,0,Website_0
9302.0,0.04760929661103717,0.9523907033889628,3174.169821780951,465.0,9767.0,3933.443010752688,19534.0,9767.0,9767.0,4.0,27.0,37.0,55.0,128.0,1567.0,6164.0,9521.0,22.0,8.0,0,Website_0
9356.0,0.049283609389289704,0.9507163906107103,3202.6109472715193,485.0,9841.0,3967.59793814433,19682.0,9841.0,9841.0,4.0,4.0,8.0,38.0,64.0,83.0,537.0,5617.0,22.0,8.0,0,Website_0
